GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_030662695.1	46175638	N/A	N/A	
GCA_030663105.1	46176218	N/A	N/A	
GCA_030662855.1	46175858	N/A	N/A	
GCA_030658185.1	46169728	N/A	N/A	
GCA_030662355.1	46175258	N/A	N/A	
GCA_030662895.1	46175918	N/A	N/A	
GCA_030658635.1	46170288	N/A	N/A	
GCA_030658785.1	46170538	N/A	N/A	
GCA_030661355.1	46173918	N/A	N/A	
GCA_030658445.1	46170068	N/A	N/A	
GCA_030661165.1	46173658	N/A	N/A	
GCA_025393455.1	36221088	GCF_025393455.1	36321688	
GCA_030660625.1	46172948	N/A	N/A	
GCA_030663995.1	46177398	N/A	N/A	
GCA_030657575.1	46168918	N/A	N/A	
GCA_030662825.1	46175818	N/A	N/A	
GCA_030657835.1	46169308	N/A	N/A	
GCA_030658795.1	46170528	N/A	N/A	
GCA_030657955.1	46169428	N/A	N/A	
GCA_030661915.1	46174658	N/A	N/A	
GCA_030660115.1	46172268	N/A	N/A	
GCA_025397055.1	36224688	GCF_025397055.1	36322228	
GCA_030661875.1	46174608	N/A	N/A	
GCA_030662005.1	46174758	N/A	N/A	
GCA_030664065.1	46177488	N/A	N/A	
GCA_030661935.1	46174678	N/A	N/A	
GCA_030657735.1	46169158	N/A	N/A	
GCA_030658365.1	46169978	N/A	N/A	
GCA_030659205.1	46171058	N/A	N/A	
GCA_030662275.1	46175138	N/A	N/A	
GCA_030659235.1	46171078	N/A	N/A	
GCA_030663795.1	46177138	N/A	N/A	
GCA_030663845.1	46177198	N/A	N/A	
GCA_030663515.1	46176768	N/A	N/A	
GCA_030660255.1	46172438	N/A	N/A	
GCA_030662495.1	46175418	N/A	N/A	
GCA_030660865.1	46173258	N/A	N/A	
GCA_030659375.1	46171278	N/A	N/A	
GCA_030664165.1	46177638	N/A	N/A	
GCA_030664105.1	46177568	N/A	N/A	
GCA_030662285.1	46175148	N/A	N/A	
GCA_030660015.1	46172118	N/A	N/A	
GCA_025396305.1	36223938	GCF_025396305.1	36327928	
GCA_030661885.1	46174618	N/A	N/A	
GCA_030661805.1	46174518	N/A	N/A	
GCA_030663675.1	46176958	N/A	N/A	
GCA_030663815.1	46177218	N/A	N/A	
GCA_030664235.1	46177738	N/A	N/A	
GCA_030658115.1	46169618	N/A	N/A	
GCA_030663915.1	46177328	N/A	N/A	
GCA_028680525.1	40851558	N/A	N/A	
GCA_030660065.1	46172218	N/A	N/A	
GCA_030664475.1	46178058	N/A	N/A	
GCA_025394975.1	36222628	GCF_025394975.1	36326388	
GCA_030659405.1	46171328	N/A	N/A	
GCA_030660975.1	46173398	N/A	N/A	
GCA_030662365.1	46175248	N/A	N/A	
GCA_030661755.1	46174478	N/A	N/A	
GCA_025397035.1	36224708	GCF_025397035.1	36336488	
GCA_030663655.1	46176918	N/A	N/A	
GCA_030663705.1	46177078	N/A	N/A	
GCA_030657745.1	46169148	N/A	N/A	
GCA_025395855.1	36223488	GCF_025395855.1	36327888	
GCA_030661095.1	46173558	N/A	N/A	
GCA_030659425.1	46171338	N/A	N/A	
GCA_030659875.1	46171938	N/A	N/A	
GCA_030662575.1	46175518	N/A	N/A	
GCA_030661295.1	46173828	N/A	N/A	
GCA_030658985.1	46170768	N/A	N/A	
GCA_028680475.1	40851518	N/A	N/A	
GCA_030661835.1	46174558	N/A	N/A	
GCA_030661495.1	46174098	N/A	N/A	
GCA_030663565.1	46176818	N/A	N/A	
GCA_030663595.1	46176838	N/A	N/A	
GCA_030663295.1	46176458	N/A	N/A	
GCA_025393315.1	36220978	GCF_025393315.1	36327208	
GCA_030659645.1	46171648	N/A	N/A	
GCA_030659055.1	46170858	N/A	N/A	
GCA_030657405.1	46168708	N/A	N/A	
GCA_025396395.1	36224028	GCF_025396395.1	36328088	
GCA_030661855.1	46174578	N/A	N/A	
GCA_030660475.1	46172738	N/A	N/A	
GCA_030664565.1	46178198	N/A	N/A	
GCA_025397435.1	36225068	GCF_025397435.1	36336188	
GCA_030663115.1	46176238	N/A	N/A	
GCA_030660675.1	46172978	N/A	N/A	
GCA_030662975.1	46176028	N/A	N/A	
GCA_030663315.1	46176498	N/A	N/A	
GCA_030660615.1	46172918	N/A	N/A	
GCA_030661025.1	46173478	N/A	N/A	
GCA_030663195.1	46176318	N/A	N/A	
GCA_030663135.1	46176258	N/A	N/A	
GCA_028680455.1	40851488	N/A	N/A	
GCA_030664495.1	46178098	N/A	N/A	
GCA_030659165.1	46170998	N/A	N/A	
GCA_030659385.1	46171298	N/A	N/A	
GCA_030657995.1	46169478	N/A	N/A	
GCA_030664525.1	46178178	N/A	N/A	
GCA_030657825.1	46169238	N/A	N/A	
GCA_030659525.1	46171448	N/A	N/A	
GCA_030662635.1	46175568	N/A	N/A	
GCA_030659085.1	46170888	N/A	N/A	
GCA_030659125.1	46170958	N/A	N/A	
GCA_030659615.1	46171578	N/A	N/A	
GCA_030663065.1	46176148	N/A	N/A	
GCA_030661615.1	46174268	N/A	N/A	
GCA_030658695.1	46170378	N/A	N/A	
GCA_030663525.1	46176798	N/A	N/A	
GCA_030659455.1	46171358	N/A	N/A	
GCA_025393335.1	36220968	GCF_025393335.1	36327028	
GCA_025397365.1	36225008	GCF_025397365.1	36321388	
GCA_030661015.1	46173468	N/A	N/A	
GCA_030661785.1	46174498	N/A	N/A	
GCA_030660895.1	46173298	N/A	N/A	
GCA_030657475.1	46168838	N/A	N/A	
GCA_028680415.1	40851448	N/A	N/A	
GCA_025397015.1	36224648	GCF_025397015.1	36321888	
GCA_030657915.1	46169378	N/A	N/A	
GCA_030659695.1	46171718	N/A	N/A	
GCA_030662415.1	46175298	N/A	N/A	
GCA_025395775.1	36223408	GCF_025395775.1	36328228	
GCA_030661135.1	46173618	N/A	N/A	
GCA_030658175.1	46169718	N/A	N/A	
GCA_025395715.1	36223368	GCF_025395715.1	36328348	
GCA_030657815.1	46169298	N/A	N/A	
GCA_030658735.1	46170438	N/A	N/A	
GCA_030658215.1	46169758	N/A	N/A	
GCA_030660855.1	46173238	N/A	N/A	
GCA_030659115.1	46170938	N/A	N/A	
GCA_030663305.1	46176488	N/A	N/A	
GCA_030660175.1	46172338	N/A	N/A	
GCA_025397265.1	36224908	GCF_025397265.1	36321548	
GCA_030660925.1	46173378	N/A	N/A	
GCA_030661675.1	46174358	N/A	N/A	
GCA_030663255.1	46176418	N/A	N/A	
GCA_030658085.1	46169598	N/A	N/A	
GCA_030657845.1	46169288	N/A	N/A	
GCA_030658235.1	46169798	N/A	N/A	
GCA_030660415.1	46172658	N/A	N/A	
GCA_030657505.1	46168858	N/A	N/A	
GCA_030662915.1	46175938	N/A	N/A	
GCA_025396115.1	36223748	GCF_025396115.1	36326568	
GCA_030663355.1	46176518	N/A	N/A	
GCA_030661695.1	46174398	N/A	N/A	
GCA_030659905.1	46171968	N/A	N/A	
GCA_030661455.1	46174038	N/A	N/A	
GCA_025393515.1	36221148	GCF_025393515.1	36326708	
GCA_030659755.1	46171778	N/A	N/A	
GCA_030659935.1	46172018	N/A	N/A	
GCA_030660435.1	46172718	N/A	N/A	
GCA_030659305.1	46171178	N/A	N/A	
GCA_030659555.1	46171498	N/A	N/A	
GCA_030662595.1	46175538	N/A	N/A	
GCA_030659575.1	46171538	N/A	N/A	
GCA_025395725.1	36223378	GCF_025395725.1	36326508	
GCA_028680435.1	40851468	N/A	N/A	
GCA_030663015.1	46176108	N/A	N/A	
GCA_030662945.1	46175998	N/A	N/A	
GCA_030663205.1	46176358	N/A	N/A	
GCA_030662715.1	46175688	N/A	N/A	
GCA_030663265.1	46176408	N/A	N/A	
GCA_030659705.1	46171708	N/A	N/A	
GCA_030661575.1	46174218	N/A	N/A	
GCA_030661535.1	46174158	N/A	N/A	
GCA_030661155.1	46173648	N/A	N/A	
GCA_030662675.1	46175618	N/A	N/A	
GCA_030664305.1	46177878	N/A	N/A	
GCA_030664445.1	46178038	N/A	N/A	
GCA_030659635.1	46171658	N/A	N/A	
GCA_030660215.1	46172378	N/A	N/A	
GCA_030663045.1	46176158	N/A	N/A	
GCA_030663215.1	46176348	N/A	N/A	
GCA_030660075.1	46172198	N/A	N/A	
GCA_030660495.1	46172758	N/A	N/A	
GCA_030663395.1	46176598	N/A	N/A	
GCA_030661055.1	46173518	N/A	N/A	
GCA_025393275.1	36220908	GCF_025393275.1	36336048	
GCA_030659795.1	46171818	N/A	N/A	
GCA_030658385.1	46169998	N/A	N/A	
GCA_025393475.1	36221128	GCF_025393475.1	36336648	
GCA_030663475.1	46176678	N/A	N/A	
GCA_030663405.1	46176648	N/A	N/A	
GCA_030661595.1	46174238	N/A	N/A	
GCA_030660805.1	46173188	N/A	N/A	
GCA_028680335.1	40851368	N/A	N/A	
GCA_030662875.1	46175878	N/A	N/A	
GCA_030663415.1	46176658	N/A	N/A	
GCA_025393575.1	36221228	GCF_025393575.1	36336808	
GCA_025396355.1	36223988	GCF_025396355.1	36328028	
GCA_030662755.1	46175718	N/A	N/A	
GCA_030660355.1	46172588	N/A	N/A	
GCA_030661115.1	46173578	N/A	N/A	
GCA_030661265.1	46173798	N/A	N/A	
GCA_030660335.1	46172558	N/A	N/A	
GCA_030661655.1	46174318	N/A	N/A	
GCA_025396295.1	36223948	GCF_025396295.1	36336028	
GCA_030660125.1	46172278	N/A	N/A	
GCA_030663495.1	46176718	N/A	N/A	
GCA_028680515.1	40851568	N/A	N/A	
GCA_030661255.1	46173788	N/A	N/A	
GCA_025396545.1	36224178	GCF_025396545.1	36328168	
GCA_030664375.1	46177918	N/A	N/A	
GCA_030664205.1	46177758	N/A	N/A	
GCA_030664415.1	46177978	N/A	N/A	
GCA_030660915.1	46173338	N/A	N/A	
GCA_030659495.1	46171418	N/A	N/A	
GCA_025393615.1	36221248	GCF_025393615.1	36321508	
GCA_030660755.1	46173098	N/A	N/A	
GCA_030663535.1	46176808	N/A	N/A	
GCA_030661215.1	46173708	N/A	N/A	
GCA_030660395.1	46172638	N/A	N/A	
GCA_030661605.1	46174278	N/A	N/A	
GCA_030661555.1	46174198	N/A	N/A	
GCA_030660155.1	46172308	N/A	N/A	
GCA_030658015.1	46169498	N/A	N/A	
GCA_030661735.1	46174418	N/A	N/A	
GCA_025393535.1	36221168	GCF_025393535.1	36322088	
GCA_030664295.1	46177818	N/A	N/A	
GCA_030659955.1	46172058	N/A	N/A	
GCA_030661395.1	46173968	N/A	N/A	
GCA_030663615.1	46176878	N/A	N/A	
GCA_030661335.1	46173878	N/A	N/A	
GCA_030659995.1	46172088	N/A	N/A	
GCA_030660185.1	46172358	N/A	N/A	
GCA_030661065.1	46173508	N/A	N/A	
GCA_030661195.1	46173678	N/A	N/A	
GCA_030663435.1	46176638	N/A	N/A	
GCA_030660315.1	46172538	N/A	N/A	
GCA_030661305.1	46173838	N/A	N/A	
GCA_030658775.1	46170518	N/A	N/A	
GCA_025396955.1	36224598	GCF_025396955.1	36336288	
GCA_030659655.1	46171638	N/A	N/A	
GCA_025396655.1	36224288	GCF_025396655.1	36322348	
GCA_030663125.1	46176278	N/A	N/A	
GCA_030661475.1	46174078	N/A	N/A	
GCA_025397125.1	36224768	GCF_025397125.1	36336248	
GCA_025396415.1	36224048	GCF_025396415.1	36326308	
GCA_025393485.1	36221118	GCF_025393485.1	36322188	
GCA_030661765.1	46174458	N/A	N/A	
GCA_030659895.1	46171978	N/A	N/A	
GCA_030660555.1	46172858	N/A	N/A	
GCA_030660545.1	46172838	N/A	N/A	
GCA_028680495.1	40851528	N/A	N/A	
GCA_025393435.1	36221068	GCF_025393435.1	36322008	
GCA_030659835.1	46171878	N/A	N/A	
GCA_030660825.1	46173198	N/A	N/A	
GCA_030660345.1	46172598	N/A	N/A	
GCA_025396445.1	36224088	GCF_025396445.1	36328308	
GCA_025397415.1	36225048	GCF_025397415.1	36322048	
GCA_025393555.1	36221188	GCF_025393555.1	36322148	
GCA_025396255.1	36223908	GCF_025396255.1	36327848	
GCA_025397155.1	36224808	GCF_025397155.1	36321528	
GCA_028891005.1	41108428	N/A	N/A	
GCA_025395075.1	36222708	GCF_025395075.1	36327148	
GCA_025394375.1	36222008	GCF_025394375.1	36336128	
GCA_030660935.1	46173368	N/A	N/A	
GCA_025396605.1	36224248	GCF_025396605.1	36336388	
GCA_025396595.1	36224228	GCF_025396595.1	36328048	
GCA_025397165.1	36224788	GCF_025397165.1	36336688	
GCA_025396335.1	36223968	GCF_025396335.1	36328328	
GCA_025393585.1	36221218	GCF_025393585.1	36321928	
GCA_025393655.1	36221298	GCF_025393655.1	36321428	
GCA_025396175.1	36223808	GCF_025396175.1	36327828	
GCA_025393415.1	36221048	GCF_025393415.1	36321608	
GCA_025393385.1	36221028	GCF_025393385.1	36322208	
GCA_025395975.1	36223628	GCF_025395975.1	36328128	
GCA_025393635.1	36221268	GCF_025393635.1	36322168	
GCA_025396435.1	36224078	GCF_025396435.1	36328068	
GCA_025397395.1	36225028	GCF_025397395.1	36321488	
GCA_025397215.1	36224868	GCF_025397215.1	36336068	
GCA_025396195.1	36223828	GCF_025396195.1	36328148	
GCA_028890865.1	41108288	N/A	N/A	
GCA_025396675.1	36224318	GCF_025396675.1	36336748	
GCA_025396535.1	36224188	GCF_025396535.1	36336608	
GCA_025396505.1	36224148	GCF_025396505.1	36326528	
GCA_025396665.1	36224328	GCF_025396665.1	36322108	
GCA_025396715.1	36224348	GCF_025396715.1	36336268	
GCA_025393685.1	36221328	GCF_025393685.1	36322308	
GCA_025393665.1	36221308	GCF_025393665.1	36326408	
GCA_025396735.1	36224378	GCF_025396735.1	36321648	
GCA_025397195.1	36224848	GCF_025397195.1	36322068	
GCA_025394415.1	36222048	GCF_025394415.1	36327188	
GCA_025396875.1	36224518	GCF_025396875.1	36336208	
GCA_028890905.1	41108328	N/A	N/A	
GCA_025394705.1	36222338	GCF_025394705.1	36326908	
GCA_025396555.1	36224208	GCF_025396555.1	36326668	
GCA_025396635.1	36224268	GCF_025396635.1	36328388	
GCA_025396375.1	36224008	GCF_025396375.1	36326688	
GCA_025394355.1	36221988	GCF_025394355.1	36326968	
GCA_025394475.1	36222108	GCF_025394475.1	36326248	
GCA_025395885.1	36223518	GCF_025395885.1	36336848	
GCA_028887905.1	41105328	N/A	N/A	
GCA_025396475.1	36224108	GCF_025396475.1	36327948	
GCA_025394515.1	36222148	GCF_025394515.1	36336968	
GCA_025393835.1	36221478	GCF_025393835.1	36322268	
GCA_025396495.1	36224138	GCF_025396495.1	36336728	
GCA_025397255.1	36224928	GCF_025397255.1	36322028	
GCA_028891025.1	41108458	N/A	N/A	
GCA_028890945.1	41108388	N/A	N/A	
GCA_025394085.1	36221738	GCF_025394085.1	36321808	
GCA_028887755.1	41105168	N/A	N/A	
GCA_025394485.1	36222128	GCF_025394485.1	36326328	
GCA_025394915.1	36222568	GCF_025394915.1	36326888	
GCA_025394435.1	36222078	GCF_025394435.1	36326468	
GCA_025394045.1	36221688	GCF_025394045.1	36321748	
GCA_025393935.1	36221568	GCF_025393935.1	36326648	
GCA_028887845.1	41105268	N/A	N/A	
GCA_025396265.1	36223898	GCF_025396265.1	36326448	
GCA_028890685.1	41108108	N/A	N/A	
GCA_025396215.1	36223848	GCF_025396215.1	36326368	
GCA_028887825.1	41105258	N/A	N/A	
GCA_028887785.1	41105208	N/A	N/A	
GCA_028891045.1	41108468	N/A	N/A	
GCA_025394395.1	36222028	GCF_025394395.1	36326428	
GCA_028890925.1	41108348	N/A	N/A	
GCA_025394095.1	36221748	GCF_025394095.1	36322368	
GCA_025394695.1	36222348	GCF_025394695.1	36336708	
GCA_028890585.1	41108008	N/A	N/A	
GCA_025393875.1	36221508	GCF_025393875.1	36326548	
GCA_028890885.1	41108308	N/A	N/A	
GCA_028890765.1	41108188	N/A	N/A	
GCA_025394135.1	36221788	GCF_025394135.1	36322128	
GCA_025394775.1	36222408	GCF_025394775.1	36326988	
GCA_025393755.1	36221388	GCF_025393755.1	36321668	
GCA_025394985.1	36222668	GCF_025394985.1	36326848	
GCA_028890705.1	41108128	N/A	N/A	
GCA_025394795.1	36222428	GCF_025394795.1	36326348	
GCA_028887685.1	41105108	N/A	N/A	
GCA_025394815.1	36222448	GCF_025394815.1	36336628	
GCA_028887735.1	41105158	N/A	N/A	
GCA_028887715.1	41105148	N/A	N/A	
GCA_025393775.1	36221408	GCF_025393775.1	36326608	
GCA_028888025.1	41105448	N/A	N/A	
GCA_028887885.1	41105308	N/A	N/A	
GCA_028887945.1	41105388	N/A	N/A	
GCA_025393995.1	36221638	GCF_025393995.1	36321708	
GCA_025460985.1	36347778	N/A	N/A	
GCA_028890665.1	41108088	N/A	N/A	
GCA_028890625.1	41108048	N/A	N/A	
GCA_025394445.1	36222088	GCF_025394445.1	36327128	
GCA_025461025.1	36347818	N/A	N/A	
GCA_028887805.1	41105228	N/A	N/A	
GCA_025395005.1	36222648	GCF_025395005.1	36337048	
GCA_028890725.1	41108148	N/A	N/A	
GCA_025393895.1	36221528	GCF_025393895.1	36336888	
GCA_025394005.1	36221648	GCF_025394005.1	36337008	
GCA_028890785.1	41108208	N/A	N/A	
GCA_025393735.1	36221368	GCF_025393735.1	36321468	
GCA_025394635.1	36222268	GCF_025394635.1	36326808	
GCA_028890515.1	41107928	N/A	N/A	
GCA_025394185.1	36221848	GCF_025394185.1	36322328	
GCA_025394615.1	36222248	GCF_025394615.1	36327168	
GCA_028887965.1	41105398	N/A	N/A	
GCA_025394835.1	36222468	GCF_025394835.1	36326748	
GCA_025394875.1	36222508	GCF_025394875.1	36327108	
GCA_025393915.1	36221548	GCF_025393915.1	36321408	
GCA_025394075.1	36221708	GCF_025394075.1	36326268	
GCA_028890985.1	41108408	N/A	N/A	
GCA_028887925.1	41105358	N/A	N/A	
GCA_025394645.1	36222288	GCF_025394645.1	36327048	
GCA_025393845.1	36221488	GCF_025393845.1	36321828	
GCA_025394735.1	36222368	GCF_025394735.1	36326768	
GCA_025394195.1	36221838	GCF_025394195.1	36321908	
GCA_025394145.1	36221778	GCF_025394145.1	36336668	
GCA_025394575.1	36222208	GCF_025394575.1	36327088	
GCA_028888045.1	41105468	N/A	N/A	
GCA_028887865.1	41105298	N/A	N/A	
GCA_025394555.1	36222188	GCF_025394555.1	36327068	
GCA_028890745.1	41108168	N/A	N/A	
GCA_025396155.1	36223788	GCF_025396155.1	36326728	
GCA_025393965.1	36221588	GCF_025393965.1	36321788	
GCA_025394535.1	36222168	GCF_025394535.1	36326868	
GCA_025394845.1	36222488	GCF_025394845.1	36326948	
GCA_025394675.1	36222308	GCF_025394675.1	36327008	
GCA_025394595.1	36222228	GCF_025394595.1	36326228	
GCA_028890805.1	41108228	N/A	N/A	
GCA_025394035.1	36221678	GCF_025394035.1	36322248	
GCA_028890965.1	41108378	N/A	N/A	
GCA_025393795.1	36221438	GCF_025393795.1	36321988	
GCA_025460965.1	36347758	N/A	N/A	
GCA_025394175.1	36221828	GCF_025394175.1	36336788	
GCA_025394275.1	36221908	GCF_025394275.1	36326488	
GCA_025394285.1	36221928	GCF_025394285.1	36326288	
GCA_025393955.1	36221608	GCF_025393955.1	36336108	
GCA_025394755.1	36222388	GCF_025394755.1	36326928	
GCA_025393715.1	36221348	GCF_025393715.1	36321588	
GCA_028890565.1	41107978	N/A	N/A	
GCA_025460945.1	36347738	N/A	N/A	
GCA_025394255.1	36221888	GCF_025394255.1	36321848	
GCA_028888005.1	41105428	N/A	N/A	
GCA_028890605.1	41108028	N/A	N/A	
GCA_028890645.1	41108068	N/A	N/A	
GCA_028890825.1	41108248	N/A	N/A	
GCA_028887985.1	41105408	N/A	N/A	
GCA_025394315.1	36221948	GCF_025394315.1	36336588	
GCA_025394335.1	36221968	GCF_025394335.1	36326828	
GCA_025394955.1	36222588	GCF_025394955.1	36326788	
GCA_028890545.1	41107988	N/A	N/A	
GCA_025393805.1	36221448	GCF_025393805.1	36326628	
GCA_025394235.1	36221868	GCF_025394235.1	36321448	
GCA_028890845.1	41108268	N/A	N/A	
GCA_000172375.2	753668	GCF_000172375.2	801448	
GCA_000444705.1	753058	GCF_000444705.1	786198	
GCA_000444565.1	752918	GCF_000444565.1	786058	
GCA_000444585.1	752938	GCF_000444585.1	786078	
GCA_000444685.1	753038	GCF_000444685.1	786178	
GCA_000444605.1	752958	GCF_000444605.1	786098	
GCA_000444645.1	752998	GCF_000444645.1	786138	
GCA_006547285.1	11602968	GCF_006547285.1	12292468	
GCA_017160915.1	25320718	GCF_017160915.1	25328728	
GCA_001596395.1	3133088	N/A	N/A	
GCA_004931865.1	9511698	GCF_004931865.1	9735538	
GCA_020743095.1	29954238	N/A	N/A	
GCA_015321365.1	23015748	N/A	N/A	
GCA_944389665.1	34454538	N/A	N/A	
GCA_949282985.1	43457718	N/A	N/A	
GCA_916438345.1	29139938	N/A	N/A	
GCA_018369275.1	26740108	N/A	N/A	
GCA_018378435.1	26752788	N/A	N/A	
GCA_001914055.1	3904528	N/A	N/A	
GCA_018374465.1	26747278	N/A	N/A	
GCA_018381955.1	26757708	N/A	N/A	
GCA_018382395.1	26758368	N/A	N/A	
GCA_937945075.1	39683768	N/A	N/A	
GCA_018366115.1	26735668	N/A	N/A	
GCA_018374455.1	26747248	N/A	N/A	
GCA_958434595.1	45369898	N/A	N/A	
GCA_937875925.1	39676608	N/A	N/A	
GCA_905373805.1	25827728	N/A	N/A	
GCA_018365435.1	26734708	N/A	N/A	
GCA_937966185.1	39800158	N/A	N/A	
GCA_018373115.1	26745368	N/A	N/A	
GCA_937890275.1	39682288	N/A	N/A	
GCA_916050345.1	28987588	N/A	N/A	
GCA_018366855.1	26736708	N/A	N/A	
GCA_946221415.1	35981328	N/A	N/A	
GCA_959021725.1	45471478	N/A	N/A	
GCA_018380155.1	26755168	N/A	N/A	
GCA_018363335.1	26732318	N/A	N/A	
GCA_946998075.1	36396238	N/A	N/A	
GCA_959597085.1	45525998	N/A	N/A	
GCA_934875655.1	35002818	N/A	N/A	
GCA_018381885.1	26757608	N/A	N/A	
GCA_958447045.1	45380748	N/A	N/A	
GCA_018375305.1	26748428	N/A	N/A	
GCA_927911645.1	31167108	N/A	N/A	
GCA_018369675.1	26740668	N/A	N/A	
GCA_959025285.1	45438948	N/A	N/A	
GCA_001865335.1	3684198	N/A	N/A	
GCA_022725475.1	32471738	N/A	N/A	
GCA_927912495.1	31165868	N/A	N/A	
GCA_915069485.1	29134508	N/A	N/A	
GCA_018364855.1	26733928	N/A	N/A	
GCA_958351775.1	45175238	N/A	N/A	
GCA_943914055.1	33907628	N/A	N/A	
GCA_951230525.1	42738038	N/A	N/A	
GCA_018378615.1	26753048	N/A	N/A	
GCA_905365365.1	25821768	N/A	N/A	
GCA_916050225.1	28987388	N/A	N/A	
GCA_959023245.1	45474058	N/A	N/A	
GCA_958350025.1	45154788	N/A	N/A	
GCA_015255055.1	22941318	N/A	N/A	
GCA_959020685.1	45470298	N/A	N/A	
GCA_015255115.1	22941398	N/A	N/A	
GCA_905193275.1	24850588	N/A	N/A	
GCA_018364925.1	26734008	N/A	N/A	
GCA_937981465.1	39775238	N/A	N/A	
GCA_958454685.1	45249678	N/A	N/A	
GCA_015255105.1	22941378	N/A	N/A	
GCA_015255205.1	22941488	N/A	N/A	
GCA_916050435.1	28987748	N/A	N/A	
GCA_958353625.1	45255648	N/A	N/A	
GCA_959020205.1	45436328	N/A	N/A	
GCA_018364795.1	26733848	N/A	N/A	
GCA_916720325.1	30129538	N/A	N/A	
GCA_915066845.1	29134148	N/A	N/A	
GCA_015255155.1	22941418	N/A	N/A	
GCA_015259745.1	22946108	N/A	N/A	
GCA_018379015.1	26753598	N/A	N/A	
GCA_934834395.1	34987478	N/A	N/A	
GCA_934841705.1	34991598	N/A	N/A	
GCA_958422145.1	45271038	N/A	N/A	
GCA_927910935.1	31166248	N/A	N/A	
GCA_015255235.1	22941508	N/A	N/A	
GCA_905371425.1	25822888	N/A	N/A	
GCA_916050685.1	28988018	N/A	N/A	
GCA_934878285.1	34989538	N/A	N/A	
GCA_018382945.1	26759148	N/A	N/A	
GCA_958425205.1	45271948	N/A	N/A	
GCA_958445615.1	45246078	N/A	N/A	
GCA_015255075.1	22941338	N/A	N/A	
GCA_905370235.1	25822268	N/A	N/A	
GCA_015255175.1	22941458	N/A	N/A	
GCA_014846085.1	22456048	N/A	N/A	
GCA_015255185.1	22941468	N/A	N/A	
GCA_916050245.1	28987428	N/A	N/A	
GCA_905213255.1	24888328	N/A	N/A	
GCA_916709755.1	30128558	N/A	N/A	
GCA_958423785.1	45364758	N/A	N/A	
GCA_958349875.1	45154528	N/A	N/A	
GCA_030938865.1	46697628	N/A	N/A	
GCA_938021805.1	39381468	N/A	N/A	
GCA_030938765.1	46697518	N/A	N/A	
GCA_022732795.1	32479118	N/A	N/A	
GCA_019410505.1	28123708	N/A	N/A	
GCA_018366995.1	26736908	N/A	N/A	
GCA_937989805.1	39329838	N/A	N/A	
GCA_030938845.1	46697608	N/A	N/A	
GCA_030938725.1	46697438	N/A	N/A	
GCA_030938615.1	46697368	N/A	N/A	
GCA_030938575.1	46697348	N/A	N/A	
GCA_030938595.1	46697398	N/A	N/A	
GCA_001929895.1	3933298	GCF_001929895.1	3955538	
GCA_001930785.1	3934188	GCF_001930785.1	3956298	
GCA_018373485.1	26745908	N/A	N/A	
GCA_018373215.1	26745508	N/A	N/A	
GCA_018372995.1	26745208	N/A	N/A	
GCA_018373345.1	26745708	N/A	N/A	
GCA_927910915.1	31167208	N/A	N/A	
GCA_927911315.1	31166148	N/A	N/A	
GCA_030939085.1	46697798	N/A	N/A	
GCA_900445195.1	6960428	GCF_900445195.1	14287988	
GCA_927911765.1	31166468	N/A	N/A	
GCA_916048645.1	28986068	N/A	N/A	
GCA_000222065.2	298708	GCF_000222065.1	298728	
GCA_000222085.2	337988	GCF_000222085.1	467688	
GCA_000222005.2	342568	GCF_000222005.1	467628	
GCA_910585985.1	27785688	GCF_910585985.1	42113798	
GCA_949097085.1	45500518	N/A	N/A	
GCA_949014045.1	45499898	GCF_949014045.1	45620198	
GCA_949078775.1	45499858	GCF_949078775.1	45620378	
GCA_949073845.1	45500738	GCF_949073845.1	45620318	
GCA_949036935.1	45500798	N/A	N/A	
GCA_949059605.1	45500698	GCF_949059605.1	45620418	
GCA_949086805.1	45500538	N/A	N/A	
GCA_948954175.1	45498738	N/A	N/A	
GCA_948971945.1	45498998	N/A	N/A	
GCA_949040535.1	45499978	N/A	N/A	
GCA_949045755.1	45499938	N/A	N/A	
GCA_948956785.1	45498638	N/A	N/A	
GCA_949018005.1	45500858	N/A	N/A	
GCA_030525745.1	45531888	N/A	N/A	
GCA_938021905.1	39856498	GCF_938021905.1	42563808	
GCA_018373095.1	26745348	GCF_018373095.1	45848778	
GCA_030938875.1	46697638	GCF_030938875.1	47117898	
GCA_927910825.1	31166688	N/A	N/A	
GCA_905371565.1	25823188	N/A	N/A	
GCA_030939005.1	46697718	N/A	N/A	
GCA_030938855.1	46697578	N/A	N/A	
GCA_017165795.1	25325698	GCF_017165795.1	25399868	
GCA_949457615.1	43732198	GCF_949457615.1	43988538	
GCA_938021175.1	39805398	N/A	N/A	
GCA_947097335.1	37011788	N/A	N/A	
GCA_927911415.1	31165948	N/A	N/A	
GCA_938040935.1	39656398	N/A	N/A	
GCA_018378345.1	26752658	GCF_018378345.1	41753498	
GCA_937926625.1	39853938	N/A	N/A	
GCA_958447725.1	45467318	N/A	N/A	
GCA_025698145.1	36690948	N/A	N/A	
GCA_019423025.1	28137588	GCF_019423025.1	44843058	
GCA_018122695.1	26443658	GCF_018122695.1	26681818	
GCA_015255005.1	22941288	GCF_015255005.1	44842778	
GCA_945788175.1	35748988	N/A	N/A	
